STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_IN_UNIFORM_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,WEAPON_FOUND_FLAG
2017-11-29,12:39:59,2017,November,Wednesday,Based on Radio Run,none,P,1,CPW,5,Y,NERVEROUS,22,MALE,WHITE_HISPANIC,5.11,180,MED,BRO,BLK,33,PBMN,MANHATTAN,N
2017-11-29,12:39:59,2017,November,Wednesday,Based on Radio Run,none,P,1,CPW,5,Y,NERVOUS,25,MALE,WHITE_HISPANIC,5.6,180,MED,BRO,BLK,33,PBMN,MANHATTAN,N
2017-12-21,20:29:59,2017,December,Thursday,Based on C/W on Scene,O,P,1,CPW,3,Y,UNDERSTOOD REASON OF STOP BUT NERVOUS,29,MALE,BLACK_HISPANIC,6.1,170,MED,BRO,BLK,33,PBMN,MANHATTAN,N
2017-03-09,21:01:59,2017,March,Thursday,Based on Radio Run,O,P,0,CPW,2,Y,INDIFFERENT,41,MALE,BLACK,5.8,160,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-04-11,00:21:59,2017,April,Tuesday,Based on Radio Run,O,P,2,CPW,5,Y,CPW,-1,MALE,BLACK_HISPANIC,5.8,160,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-04-18,18:00:00,2017,April,Tuesday,Based on Self Initiated,none,P,1,CPW,5,N,SUSPICIOUS,18,MALE,WHITE_HISPANIC,5.11,170,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-04-27,18:24:59,2017,April,Thursday,Based on Radio Run,O,P,1,CPW,5,Y,CPW,26,MALE,WHITE_HISPANIC,5.8,220,MED,BRO,BLK,34,PBMN,MANHATTAN,N
2017-05-06,15:41:59,2017,May,Saturday,Based on Radio Run,I,P,1,CPW,10,Y,NERVOUS,56,MALE,WHITE_HISPANIC,5.8,150,THN,BRO,GRY,34,PBMN,MANHATTAN,N
2017-05-22,19:34:59,2017,May,Monday,Based on Radio Run,O,P,1,CPW,1,Y,CPW,27,MALE,BLACK_HISPANIC,5.6,150,THN,BRO,BRO,34,PBMN,MANHATTAN,N
2017-05-24,22:00:59,2017,May,Wednesday,Based on Radio Run,O,P,10,CPW,5,Y,NERVOUS,18,MALE,WHITE_HISPANIC,5.1,150,MED,ZZZ,BLK,34,PBMN,MANHATTAN,N
2017-05-30,19:07:59,2017,May,Tuesday,Based on Self Initiated,O,P,1,CPW,8,N,NERVOUS,32,MALE,BLACK_HISPANIC,5.7,175,MED,BRO,BLK,34,PBMN,MANHATTAN,N
2017-06-03,21:51:59,2017,June,Saturday,Based on Radio Run,O,P,10,CPW,5,Y,CPW,34,FEMALE,BLACK,5.4,130,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-06-27,00:10:59,2017,June,Tuesday,Based on Self Initiated,none,P,5,CPW,8,Y,CPW,29,MALE,BLACK_HISPANIC,5.7,195,MED,BRO,BLK,34,PBMN,MANHATTAN,N
2017-06-28,01:05:59,2017,June,Wednesday,Based on Radio Run,O,P,5,CPW,5,Y,CPW,45,MALE,WHITE_HISPANIC,6.1,220,MED,BRO,BRO,34,PBMN,MANHATTAN,N
2017-06-30,18:45:00,2017,June,Friday,Based on Radio Run,O,P,2,CPW,5,N,CPW,22,MALE,BLACK_HISPANIC,5.7,140,THN,BLK,BLK,34,PBMN,MANHATTAN,N
2017-07-01,12:24:59,2017,July,Saturday,Based on Radio Run,O,P,1,CPW,15,Y,NERVOUS,46,MALE,WHITE_HISPANIC,5.11,160,MED,BRO,BLK,34,PBMN,MANHATTAN,Y
2017-07-05,02:04:59,2017,July,Wednesday,Based on Self Initiated,O,P,1,CPW,2,Y,PERSON UNDERSTOOOD REASON AND LEFT LOCATION,-1,MALE,WHITE_HISPANIC,5.9,140,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-07-11,18:59:59,2017,July,Tuesday,Based on Self Initiated,none,P,9,CPW,5,N,CPW,22,MALE,BLACK_HISPANIC,5.9,170,MED,BRO,BLK,34,PBMN,MANHATTAN,Y
2017-07-14,23:54:59,2017,July,Friday,Based on C/W on Scene,none,P,0,CPW,5,Y,CPW,49,MALE,WHITE_HISPANIC,5.8,160,MED,ZZZ,BLK,34,PBMN,MANHATTAN,N
2017-07-14,23:54:59,2017,July,Friday,Based on C/W on Scene,none,P,0,CPW,5,Y,CPW,62,MALE,WHITE_HISPANIC,5.5,150,MED,ZZZ,BLK,34,PBMN,MANHATTAN,N
2017-07-15,18:00:00,2017,July,Saturday,Based on Radio Run,O,P,0,CPW,2,Y,CPW,54,MALE,BLACK_HISPANIC,5.1,180,MED,BRO,BLK,34,PBMN,MANHATTAN,N
2017-07-23,22:39:59,2017,July,Sunday,Based on Radio Run,none,H,2,CPW,5,Y,CPW,36,MALE,BLACK,-1,160,THN,BRO,XXX,34,PBMN,MANHATTAN,N
2017-07-23,23:54:59,2017,July,Sunday,Based on Radio Run,none,P,0,CPW,5,Y,CPW,40,MALE,WHITE_HISPANIC,5.7,205,MED,BRO,BLD,34,PBMN,MANHATTAN,N
2017-07-23,23:57:59,2017,July,Sunday,Based on Radio Run,none,P,0,CPW,5,Y,CPW,44,MALE,WHITE_HISPANIC,5.6,180,MED,HAZ,BLK,34,PBMN,MANHATTAN,N
2017-07-27,18:59:59,2017,July,Thursday,Based on Radio Run,none,P,0,CPW,5,Y,UNDERSTANDING,28,MALE,BLACK_HISPANIC,5.6,150,THN,BRO,BLD,34,PBMN,MANHATTAN,N
2017-08-05,18:00:00,2017,August,Saturday,Based on Radio Run,O,P,2,CPW,5,Y,NORMAL,35,MALE,none,-1,160,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-08-05,22:24:59,2017,August,Saturday,Based on Radio Run,none,P,1,CPW,3,Y,CPW,25,FEMALE,WHITE_HISPANIC,5.3,115,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-08-10,21:28:59,2017,August,Thursday,Based on Self Initiated,I,P,2,CPW,4,N,NERVOUS; FLIGHT,32,MALE,WHITE_HISPANIC,6.1,250,HEA,BLK,BLK,34,PBMN,MANHATTAN,N
2017-08-17,17:24:59,2017,August,Thursday,Based on Radio Run,O,P,1,CPW,3,Y,CPW,16,MALE,BLACK_HISPANIC,5.4,140,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-08-12,17:52:59,2017,August,Saturday,Based on Radio Run,none,P,1,CPW,1,Y,CPW,49,FEMALE,BLACK,5.3,175,MED,BRO,BLK,34,PBMN,MANHATTAN,N
2017-08-25,19:34:59,2017,August,Friday,Based on Radio Run,none,P,2,CPW,5,N,CPW,31,MALE,WHITE_HISPANIC,5.5,135,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-08-25,19:33:59,2017,August,Friday,Based on Radio Run,O,P,1,CPW,8,N,CPW,28,MALE,BLACK_HISPANIC,5.7,180,THN,BLK,BLK,34,PBMN,MANHATTAN,N
2017-08-25,17:44:59,2017,August,Friday,Based on Radio Run,none,P,2,CPW,5,Y,CPW,35,FEMALE,BLACK_HISPANIC,5.3,150,MED,BRO,BLK,34,PBMN,MANHATTAN,N
2017-08-25,19:41:59,2017,August,Friday,Based on Radio Run,none,P,2,CPW,5,Y,CPW,27,FEMALE,BLACK_HISPANIC,4.11,115,MED,BRO,BLK,34,PBMN,MANHATTAN,N
2017-09-10,04:30:00,2017,September,Sunday,Based on Radio Run,none,P,10,CPW,8,N,CPW,21,FEMALE,BLACK_HISPANIC,5.4,153,MED,BRO,BLK,34,PBMN,MANHATTAN,N
2017-09-10,04:30:00,2017,September,Sunday,Based on Radio Run,none,P,10,CPW,8,N,CPW,23,FEMALE,WHITE_HISPANIC,5.3,12,none,none,none,34,PBMN,MANHATTAN,N
2017-09-10,04:30:00,2017,September,Sunday,Based on Radio Run,none,P,10,CPW,8,N,IRRATE,25,FEMALE,WHITE_HISPANIC,5.5,125,MED,BRO,BRO,34,PBMN,MANHATTAN,N
2017-09-10,04:30:00,2017,September,Sunday,Based on Radio Run,none,P,10,CPW,8,N,IRRATE,20,FEMALE,WHITE_HISPANIC,5.1,110,XXX,BRO,BLK,34,PBMN,MANHATTAN,N
2017-09-23,05:55:59,2017,September,Saturday,Based on Radio Run,O,P,0,CPW,1,Y,CPW,49,MALE,BLACK_HISPANIC,5.8,200,MED,BRO,BLK,34,PBMN,MANHATTAN,Y
2017-09-28,17:04:59,2017,September,Thursday,Based on Radio Run,O,P,1,CPW,2,Y,CPW,22,MALE,BLACK_HISPANIC,5.11,180,MED,BRO,BLK,34,PBMN,MANHATTAN,N
2017-09-28,17:04:59,2017,September,Thursday,Based on Radio Run,O,P,1,CPW,2,Y,CPW,24,none,BLACK_HISPANIC,5.11,170,THN,BRO,BRO,34,PBMN,MANHATTAN,N
2017-10-10,04:30:00,2017,October,Tuesday,Based on Radio Run,O,P,2,CPW,5,Y,CPW,28,MALE,BLACK_HISPANIC,5.1,150,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-10-10,04:30:00,2017,October,Tuesday,Based on Radio Run,O,P,2,CPW,5,Y,SOMEWHAT IRATE,26,MALE,BLACK_HISPANIC,5.7,160,MED,BRO,BLK,34,PBMN,MANHATTAN,N
2017-10-11,20:57:59,2017,October,Wednesday,Based on Self Initiated,O,P,1,CPW,2,Y,IRATE,26,MALE,WHITE_HISPANIC,5.7,270,HEA,BRO,BLK,34,PBMN,MANHATTAN,N
2017-10-20,02:29:59,2017,October,Friday,Based on Self Initiated,O,P,2,CPW,5,N,CPW,16,MALE,WHITE_HISPANIC,5.8,165,MED,BRO,BLK,34,PBMN,MANHATTAN,Y
2017-11-05,23:49:59,2017,November,Sunday,Based on Self Initiated,O,P,3,CPW,3,N,NON-COMPLIANT; EVASIVE ANSWERS,23,MALE,WHITE_HISPANIC,5.5,140,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-11-05,23:49:59,2017,November,Sunday,Based on Self Initiated,O,P,3,CPW,3,N,NON-COMPLIANT,26,MALE,BLACK_HISPANIC,5.8,220,HEA,BRO,BLK,34,PBMN,MANHATTAN,N
2017-11-13,16:14:59,2017,November,Monday,Based on Radio Run,I,P,1,CPW,6,Y,CPW,17,MALE,BLACK_HISPANIC,5.11,130,THN,ZZZ,BLK,34,PBMN,MANHATTAN,N
2017-11-13,16:14:59,2017,November,Monday,Based on Radio Run,I,P,1,CPW,6,Y,CPW,16,MALE,BLACK_HISPANIC,5.9,140,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-11-18,00:54:59,2017,November,Saturday,Based on Radio Run,O,P,5,CPW,5,N,I THOUGHT I WS GONNA GET ARRESTED,28,MALE,WHITE_HISPANIC,5.9,150,THN,BRO,BLK,34,PBMN,MANHATTAN,N
2017-11-19,16:09:59,2017,November,Sunday,Based on Radio Run,none,P,1,CPW,2,Y,UPSET,21,MALE,BLACK_HISPANIC,5.11,175,MED,BRO,BLK,34,PBMN,MANHATTAN,N
2017-11-21,18:39:59,2017,November,Tuesday,Based on Radio Run,none,P,1,CPW,5,Y,CPW,-1,MALE,WHITE_HISPANIC,5.4,145,THN,ZZZ,XXX,34,PBMN,MANHATTAN,N
2017-12-18,04:30:00,2017,December,Monday,Based on C/W on Scene,O,P,5,CPW,7,Y,PANICKED,-1,MALE,BLACK_HISPANIC,5.9,170,U,BRO,BLK,34,PBMN,MANHATTAN,Y
2017-12-19,14:31:59,2017,December,Tuesday,Based on Self Initiated,O,P,1,CPW,10,Y,CPW,60,MALE,BLACK,5.9,-1,MED,BRO,BLK,34,PBMN,MANHATTAN,N
2017-10-25,17:42:59,2017,October,Wednesday,Based on Self Initiated,O,P,1,CPW,5,Y,CPW,44,MALE,WHITE_HISPANIC,5.1,190,MED,BRO,BLK,34,PBMN,MANHATTAN,Y
2017-01-18,15:59:59,2017,January,Wednesday,Based on Self Initiated,O,P,1,CPW,40,N,IRATE,25,MALE,BLACK,6.2,175,THN,BLK,BLK,40,PBBX,BRONX,N
2017-01-08,00:07:59,2017,January,Sunday,Based on Radio Run,O,H,5,CPW,3,Y,RESSIST ARREST,18,MALE,BLACK,5.11,170,MED,BRO,BLK,40,PBBX,BRONX,N
2017-01-21,03:59:59,2017,January,Saturday,Based on Radio Run,I,P,1,CPW,120,N,CPW,23,MALE,WHITE_HISPANIC,5.2,185,HEA,BRO,BLK,40,PBBX,BRONX,N
2017-01-15,01:14:59,2017,January,Sunday,Based on Self Initiated,none,H,1,CPW,10,Y,CPW,26,MALE,WHITE_HISPANIC,5.7,150,THN,BRO,BLK,40,PBBX,BRONX,N
2017-01-28,05:25:59,2017,January,Saturday,Based on Radio Run,O,P,1,CPW,5,Y,CPW,27,MALE,WHITE_HISPANIC,5.11,190,HEA,BRO,BLK,40,PBBX,BRONX,N
2017-02-01,00:49:59,2017,February,Wednesday,Based on Self Initiated,O,H,1,CPW,12,Y,CPW,30,MALE,WHITE_HISPANIC,5.9,150,THN,BRO,BLN,40,PBBX,BRONX,Y
2017-02-07,02:29:59,2017,February,Tuesday,Based on C/W on Scene,O,P,1,CPW,15,N,CPW,33,MALE,BLACK,5.7,175,MED,BRO,BLK,40,PBBX,BRONX,N
2017-01-28,00:54:59,2017,January,Saturday,Based on Self Initiated,none,P,1,CPW,5,N,NERVOUS,19,MALE,BLACK,5.8,190,MED,BRO,BLK,40,PBBX,BRONX,Y
2017-02-12,02:12:59,2017,February,Sunday,Based on Radio Run,none,P,3,CPW,3,Y,NERVOUS,14,MALE,WHITE_HISPANIC,5.5,100,none,BLK,BLK,40,PBBX,BRONX,N
2017-02-13,01:09:59,2017,February,Monday,Based on Self Initiated,O,P,2,CPW,2,N,CPW,23,MALE,BLACK,5.7,140,THN,BRO,BLK,40,PBBX,BRONX,N
2017-02-15,20:33:00,2017,February,Wednesday,Based on Self Initiated,O,H,0,CPW,30,N,EVASIVE/FLEEING,15,MALE,WHITE_HISPANIC,5.7,120,THN,BRO,BLK,40,PBBX,BRONX,N
2017-02-15,20:33:00,2017,February,Wednesday,Based on Self Initiated,O,H,0,CPW,30,N,NERVOUS,15,MALE,BLACK,5.7,130,THN,BRO,BLK,40,PBBX,BRONX,N
2017-02-15,17:49:59,2017,February,Wednesday,Based on C/W on Scene,O,P,30,CPW,3,Y,CPW,20,MALE,BLACK,5.5,140,THN,BRO,BLK,40,PBBX,BRONX,N
2017-01-18,13:39:59,2017,January,Wednesday,Based on Radio Run,none,P,1,CPW,5,Y,CPW,27,MALE,BLACK,5.9,160,THN,BRO,BLK,40,PBBX,BRONX,N
2017-01-22,03:01:59,2017,January,Sunday,Based on Radio Run,O,P,1,CPW,3,Y,WORRIED,27,MALE,BLACK,5.8,170,THN,BRO,BLK,40,PBBX,BRONX,N
2017-02-20,20:29:59,2017,February,Monday,Based on Radio Run,O,H,2,CPW,5,Y,NERVOUS,15,MALE,WHITE_HISPANIC,5.1,180,MED,BRO,BLK,40,PBBX,BRONX,Y
2017-02-20,20:08:59,2017,February,Monday,Based on Radio Run,O,H,5,CPW,1,Y,NERVOUS,-1,MALE,WHITE_HISPANIC,-1,155,none,none,none,40,PBBX,BRONX,N
2017-02-21,19:14:59,2017,February,Tuesday,Based on Radio Run,O,H,1,CPW,5,Y,CPW,16,MALE,BLACK_HISPANIC,5.8,180,MED,BRO,BLK,40,PBBX,BRONX,N
2017-01-28,05:25:59,2017,January,Saturday,Based on Radio Run,O,P,1,CPW,5,Y,CPW,27,MALE,WHITE_HISPANIC,5.11,190,HEA,BRO,BLK,40,PBBX,BRONX,N
2017-03-02,00:45:00,2017,March,Thursday,Based on Radio Run,O,P,2,CPW,5,Y,CPW,43,MALE,BLACK,6.1,220,MED,BRO,BLK,40,PBBX,BRONX,N
2017-03-12,01:35:59,2017,March,Sunday,Based on Radio Run,none,P,1,CPW,3,Y,CPW,49,MALE,BLACK,6,200,MED,ZZZ,XXX,40,PBBX,BRONX,N
2017-03-08,21:34:59,2017,March,Wednesday,Based on Self Initiated,none,P,3,CPW,5,N,CPW,25,MALE,WHITE,5.1,150,THN,BRO,BLK,40,PBBX,BRONX,N
2017-02-19,16:25:59,2017,February,Sunday,Based on Radio Run,O,P,1,CPW,2,Y,UPSET,-1,MALE,WHITE_HISPANIC,5.9,210,HEA,BRO,BLK,40,PBBX,BRONX,N
2017-02-23,19:27:59,2017,February,Thursday,Based on Radio Run,none,P,1,CPW,3,Y,CPW,42,MALE,WHITE_HISPANIC,5.8,350,HEA,BLU,BRO,40,PBBX,BRONX,N
2017-03-03,22:04:59,2017,March,Friday,Based on Self Initiated,none,P,1,CPW,5,N,NERVOUS,19,MALE,BLACK,5.4,130,THN,BRO,BLK,40,PBBX,BRONX,Y
2017-03-29,18:54:59,2017,March,Wednesday,Based on C/W on Scene,none,P,100,CPW,16,Y,CPW,23,MALE,BLACK,5.11,180,MED,BRO,BLK,40,PBBX,BRONX,Y
2017-03-29,18:54:59,2017,March,Wednesday,Based on C/W on Scene,none,P,1,CPW,16,Y,CPW,22,MALE,BLACK,5.9,160,THN,BLK,BLK,40,PBBX,BRONX,N
2017-03-29,18:54:59,2017,March,Wednesday,Based on C/W on Scene,none,P,1,CPW,16,Y,CPW,22,MALE,WHITE_HISPANIC,5.11,220,HEA,BRO,BLK,40,PBBX,BRONX,N
2017-04-01,23:15:00,2017,April,Saturday,Based on Radio Run,O,H,1,CPW,1,Y,CPW,18,MALE,WHITE_HISPANIC,-1,-1,THN,none,none,40,PBBX,BRONX,N
2017-04-02,01:07:59,2017,April,Sunday,Based on Radio Run,I,P,1,CPW,2,Y,CPW,35,MALE,WHITE_HISPANIC,5.9,150,THN,BLK,BLK,40,PBBX,BRONX,N
2017-04-05,20:49:59,2017,April,Wednesday,Based on C/W on Scene,O,P,1,CPW,10,Y,CPW,54,MALE,BLACK,5.6,180,MED,BRO,GRY,40,PBBX,BRONX,N
2017-04-06,08:22:59,2017,April,Thursday,Based on Radio Run,O,P,2,CPW,82,Y,CPW,37,MALE,WHITE_HISPANIC,5.9,170,MED,BRO,BLK,40,PBBX,BRONX,N
2017-04-01,19:03:00,2017,April,Saturday,Based on Self Initiated,O,P,1,CPW,2,(,DE,-1,MALE,none,5.7,160,MED,BRO,none,-1,none,PBBX,N
2017-04-08,05:04:59,2017,April,Saturday,Based on Radio Run,O,P,1,CPW,2,Y,CPW,-1,MALE,WHITE_HISPANIC,5.8,150,THN,BRO,BRO,40,PBBX,BRONX,N
2017-04-08,02:29:59,2017,April,Saturday,Based on Self Initiated,O,P,0,CPW,3,Y,CPW,31,MALE,BLACK,5.1,200,MED,BRO,BRO,40,PBBX,BRONX,Y
2017-04-03,13:00:59,2017,April,Monday,Based on Radio Run,none,P,1,CPW,5,Y,CPW,20,none,BLACK_HISPANIC,6,180,XXX,ZZZ,BLK,40,PBBX,BRONX,N
2017-04-03,13:00:59,2017,April,Monday,Based on Radio Run,none,P,1,CPW,5,Y,CPW,20,MALE,BLACK_HISPANIC,6,185,XXX,ZZZ,BLK,40,PBBX,BRONX,N
2017-04-29,01:50:59,2017,April,Saturday,Based on Radio Run,none,P,1,CPW,10,N,NERVOUS,22,MALE,WHITE_HISPANIC,6.1,155,MED,GRY,BLK,40,PBBX,BRONX,N
2017-04-29,01:50:59,2017,April,Saturday,Based on Radio Run,none,P,1,CPW,10,N,NERVOUS,25,MALE,BLACK,6.2,150,THN,BRO,BLK,40,PBBX,BRONX,N
2017-04-29,01:50:59,2017,April,Saturday,Based on Radio Run,none,P,1,CPW,10,N,CPW,21,MALE,BLACK_HISPANIC,5.11,180,MED,BRO,BLK,40,PBBX,BRONX,N
2017-04-29,01:50:59,2017,April,Saturday,Based on Radio Run,O,P,1,CPW,10,N,CPW,16,MALE,BLACK_HISPANIC,5.1,150,THN,BLK,BLK,40,PBBX,BRONX,N
2017-05-04,01:04:59,2017,May,Thursday,Based on C/W on Scene,none,P,1,CPW,5,Y,HAPPY,-1,MALE,WHITE_HISPANIC,6,180,MED,BLK,BRO,40,PBBX,BRONX,N
2017-05-04,01:34:59,2017,May,Thursday,Based on Radio Run,O,P,1,CPW,10,N,CPW,39,MALE,BLACK,5.1,225,MED,BRO,ZZZ,40,PBBX,BRONX,Y
2017-05-08,21:34:59,2017,May,Monday,Based on Radio Run,S,T,3,CPW,6,Y,CPW,25,MALE,BLACK,5.6,140,THN,BRO,BLK,40,PBBX,BRONX,N
2017-05-08,21:34:59,2017,May,Monday,Based on Radio Run,S,T,3,CPW,6,Y,CPW,41,MALE,BLACK,5.7,180,MED,BLK,BLK,40,PBBX,BRONX,N
2017-05-08,21:34:59,2017,May,Monday,Based on Radio Run,S,T,3,CPW,6,Y,UNCOOPERATIVE/ IRATE/,24,MALE,BLACK,5.5,160,THN,BLK,BLK,40,PBBX,BRONX,N
2017-05-04,15:13:59,2017,May,Thursday,Based on Self Initiated,O,H,1,CPW,1,N,CPW,20,MALE,BLACK,5.9,150,THN,BRO,BLK,40,PBBX,BRONX,N
2017-05-04,16:14:59,2017,May,Thursday,Based on Self Initiated,none,P,1,CPW,1,N,CPW,22,MALE,WHITE_HISPANIC,6,150,THN,BRO,BLK,40,PBBX,BRONX,N
2017-05-13,08:51:59,2017,May,Saturday,Based on Radio Run,none,P,1,CPW,1,Y,CPW,50,none,WHITE_HISPANIC,5.8,180,MED,BRO,GRY,40,PBBX,BRONX,N
2017-05-17,16:59:59,2017,May,Wednesday,Based on C/W on Scene,O,P,1,CPW,5,Y,CPW,39,MALE,WHITE_HISPANIC,5.8,170,MED,BRO,BLK,40,PBBX,BRONX,Y
2017-05-18,18:19:59,2017,May,Thursday,Based on Radio Run,I,P,1,CPW,5,N,NERVOUS,22,FEMALE,BLACK,5.9,180,MED,BRO,BLK,40,PBBX,BRONX,Y
2017-05-18,17:54:59,2017,May,Thursday,Based on Self Initiated,O,P,1,CPW,3,N,HIGH-RATE,30,MALE,WHITE_HISPANIC,5.9,190,HEA,BRO,BLK,40,PBBX,BRONX,N
2017-05-18,17:54:59,2017,May,Thursday,Based on Self Initiated,O,P,1,CPW,3,N,CPW,37,MALE,WHITE_HISPANIC,5.9,180,THN,BRO,BLK,40,PBBX,BRONX,N
2017-05-25,01:55:59,2017,May,Thursday,Based on Self Initiated,O,P,0,CPW,3,N,NORMAL,27,MALE,none,5.5,165,MED,BRO,BLK,40,PBBX,BRONX,Y
2017-05-27,22:39:00,2017,May,Saturday,Based on Radio Run,O,P,1,CPW,5,N,CPW,22,MALE,BLACK_HISPANIC,6.1,175,U,BRO,BLK,40,PBBX,BRONX,N
2017-05-27,22:39:59,2017,May,Saturday,Based on Radio Run,O,P,1,CPW,5,N,EXCITED,34,MALE,WHITE_HISPANIC,5.7,250,HEA,BRO,BLK,40,PBBX,BRONX,N
2017-05-27,22:39:00,2017,May,Saturday,Based on Radio Run,none,P,1,CPW,5,N,CPW,23,MALE,BLACK_HISPANIC,5.1,175,MED,BRO,BLK,40,PBBX,BRONX,N
2017-05-22,08:17:59,2017,May,Monday,Based on Radio Run,none,P,1,CPW,3,Y,CPW,14,FEMALE,BLACK,5.1,100,THN,BRO,BLK,40,PBBX,BRONX,N
2017-06-02,23:19:59,2017,June,Friday,Based on Self Initiated,none,P,3,CPW,10,N,CPW,14,MALE,WHITE_HISPANIC,5.8,150,THN,BRO,BLK,40,PBBX,BRONX,N
2017-05-31,15:59:59,2017,May,Wednesday,Based on Self Initiated,O,H,10,CPW,15,N,CPW,47,FEMALE,WHITE_HISPANIC,5.5,135,THN,BRO,BRO,40,PBBX,BRONX,N
2017-05-30,11:09:59,2017,May,Tuesday,Based on Radio Run,O,P,1,CPW,10,Y,SWEATING PROFUSELY,40,MALE,WHITE_HISPANIC,6.1,210,MED,GRN,GRY,40,PBBX,BRONX,N
2017-06-08,16:24:59,2017,June,Thursday,Based on Radio Run,O,P,1,CPW,2,Y,CPW,17,MALE,BLACK,5.9,150,THN,BRO,BLK,40,PBBX,BRONX,N
2017-06-10,03:59:59,2017,June,Saturday,Based on Self Initiated,O,P,5,CPW,20,N,CPW,15,MALE,BLACK,5.4,115,THN,BRO,BLK,40,PBBX,BRONX,N
2017-06-10,03:59:59,2017,June,Saturday,Based on Self Initiated,O,P,5,CPW,20,N,CPW,15,MALE,BLACK,5.6,130,THN,BRO,BLK,40,PBBX,BRONX,N
2017-06-10,19:14:59,2017,June,Saturday,Based on C/W on Scene,S,T,5,CPW,15,Y,CPW,49,MALE,BLACK,5.7,135,THN,BRO,BLD,40,PBBX,BRONX,N
2017-06-11,01:42:59,2017,June,Sunday,Based on C/W on Scene,O,P,1,CPW,2,Y,CPW,17,MALE,BLACK,5.8,150,THN,BRO,BLK,40,PBBX,BRONX,Y
2017-06-11,11:57:59,2017,June,Sunday,Based on Radio Run,S,T,1,CPW,60,Y,CPW,48,MALE,BLACK_HISPANIC,5.5,150,THN,BRO,XXX,40,PBBX,BRONX,Y
2017-06-13,09:04:59,2017,June,Tuesday,Based on Radio Run,O,P,1,CPW,10,Y,CPW,38,MALE,WHITE_HISPANIC,5.6,175,MED,BRO,BLK,40,PBBX,BRONX,N
2017-06-16,05:15:00,2017,June,Friday,Based on Self Initiated,O,P,1,CPW,5,N,CPW,26,MALE,WHITE_HISPANIC,6.4,250,HEA,BRO,BLK,40,PBBX,BRONX,N
2017-06-16,05:15:00,2017,June,Friday,Based on Self Initiated,O,P,1,CPW,5,N,CPW,30,MALE,BLACK_HISPANIC,6,150,THN,BRO,BLK,40,PBBX,BRONX,N
2017-05-20,18:04:59,2017,May,Saturday,Based on C/W on Scene,O,P,5,CPW,20,Y,CPW,25,MALE,BLACK_HISPANIC,-1,-1,THN,ZZZ,BRO,40,PBBX,BRONX,N
2017-06-17,20:15:00,2017,June,Saturday,Based on Radio Run,none,P,2,CPW,10,Y,CPW,26,MALE,WHITE_HISPANIC,5.11,200,THN,BRO,BLK,40,PBBX,BRONX,N
2017-06-20,12:36:59,2017,June,Tuesday,Based on Radio Run,O,P,2,CPW,10,Y,CPW,50,MALE,WHITE_HISPANIC,5.3,140,THN,BRO,GRY,40,PBBX,BRONX,N
2017-06-28,22:39:59,2017,June,Wednesday,Based on Radio Run,O,H,1,CPW,4,Y,CPW,19,MALE,BLACK,5.7,140,THN,BRO,BLK,40,PBBX,BRONX,N
2017-06-28,22:39:59,2017,June,Wednesday,Based on Radio Run,O,H,1,CPW,4,Y,CPW,17,MALE,BLACK,5.8,140,THN,BRO,BLK,40,PBBX,BRONX,N
2017-06-29,20:20:59,2017,June,Thursday,Based on Radio Run,O,H,1,CPW,4,Y,CPW,25,MALE,BLACK_HISPANIC,5.3,150,THN,BRO,BLK,40,PBBX,BRONX,N
2017-07-04,10:14:59,2017,July,Tuesday,Based on Radio Run,O,P,1,CPW,5,Y,CPW,25,MALE,WHITE_HISPANIC,-1,140,THN,BRO,BLK,40,PBBX,BRONX,N
2017-07-06,17:58:59,2017,July,Thursday,Based on Radio Run,O,H,1,CPW,3,Y,CPW,40,MALE,BLACK,5.1,180,MED,BRO,BLK,40,PBBX,BRONX,N
2017-07-06,22:30:00,2017,July,Thursday,Based on Self Initiated,O,H,2,CPW,5,Y,NORMAL,21,MALE,BLACK_HISPANIC,5.8,160,THN,BRO,BLK,40,PBBX,BRONX,Y
